date,pm2_5_mean,pm2_5_max,pm2_5_std,pm10,ozone,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,relative_humidity_2m,tavg,tmin,tmax,prcp,wspd,pres,fire_count,fire_frp_max,fire_frp_total
2023-01-01,144.54166666666666,205.8,44.50077592549387,207.5625,176,129.06666666666666,36.92916666666667,5914.166666666667,79.83333333333333,11.6,9.0,19.0,0.0,0.2,1020.6,3.0,4.35,7.859999999999999
2023-01-02,175.2458333333333,247.7,59.6529162461205,251.38333333333333,228,157.97916666666666,44.18333333333334,6802.791666666667,89.08333333333333,10.6,5.2,17.0,0.0,0.2,1022.2,3.0,22.87,32.790000000000006
2023-01-03,161.04166666666666,228.6,48.88927077694502,230.85416666666663,230,137.85833333333332,43.69583333333333,5553.333333333333,88.20833333333333,9.5,4.2,14.0,0.0,0.5,1023.6,1.0,3.59,3.59
2023-01-04,218.21666666666667,303.6,67.06815914436964,312.2916666666667,291,178.225,53.9125,7568.916666666667,84.95833333333333,10.0,5.2,15.0,0.0,0.4,1023.7,0.0,0.0,0.0
2023-01-05,223.17083333333332,287.8,46.79182833866788,318.9875,258,160.97083333333333,41.81666666666667,7611.916666666667,92.45833333333331,8.0,5.0,13.0,0.0,0.4,1024.6,0.0,0.0,0.0
2023-01-06,219.57916666666665,321.3,64.71762060418061,313.94166666666666,195,141.40833333333333,36.94166666666667,6805.916666666667,94.41666666666669,8.5,6.0,12.0,0.0,0.7,1025.4,0.0,0.0,0.0
2023-01-07,203.25,257.0,26.47784964341195,290.4458333333333,215,117.74583333333334,26.09166666666667,5414.375,92.875,9.1,6.2,12.0,0.0,0.6,1023.7,4.0,1.17,2.5
2023-01-08,191.925,297.1,52.12681234467912,274.9166666666667,231,138.20416666666668,28.141666666666666,5875.166666666667,92.875,11.6,6.2,16.0,0.0,0.5,1020.6,3.0,0.89,2.32
2023-01-09,219.125,267.3,32.00854845057868,313.89166666666665,296,154.94583333333333,35.670833333333334,6824.416666666667,90.54166666666669,10.8,6.6,16.8,0.0,0.5,1020.9,0.0,0.0,0.0
2023-01-10,206.075,249.6,31.32185304640947,295.6791666666667,332,147.45416666666668,27.245833333333334,5895.291666666667,92.125,11.7,6.8,15.8,0.0,0.7,1020.4,0.0,0.0,0.0
2023-01-11,148.24583333333334,196.0,32.05807202381419,212.75,143,67.99583333333334,12.933333333333332,3189.125,95.33333333333331,11.1,9.0,14.5,0.0,1.1,1015.3,0.0,0.0,0.0
2023-01-12,143.525,198.8,30.503588527310654,208.0,151,95.8625,27.254166666666663,4478.583333333333,85.83333333333333,12.4,9.2,17.5,0.0,1.4,1013.4,0.0,0.0,0.0
2023-01-13,92.6,127.6,13.224055814080378,135.67083333333332,166,61.9875,18.26666666666667,2354.333333333333,88.5,11.2,9.8,14.0,0.0,1.6,1014.4,5.0,2.16,4.87
2023-01-14,51.6125,68.5,9.587732764591296,74.77083333333333,144,43.52916666666667,12.220833333333331,1547.5833333333333,72.58333333333333,9.8,5.0,17.5,0.0,3.6,1018.4,10.0,13.58,42.48
2023-01-15,86.39166666666667,138.8,36.26615282297959,123.94583333333333,171,87.25416666666666,22.725,3370.25,65.625,10.7,4.2,18.0,0.0,1.5,1016.6,5.0,4.76,17.91
2023-01-16,86.72083333333335,134.1,23.36934035955187,124.42083333333332,201,77.80833333333334,20.870833333333334,2815.0416666666665,62.04166666666666,10.8,5.0,19.0,0.0,1.9,1017.3,3.0,6.44,12.08
2023-01-17,111.49166666666667,150.9,33.919532870382035,159.88750000000002,204,108.08333333333331,27.59166666666667,3901.2083333333335,64.20833333333333,10.2,3.7,19.0,0.0,1.9,1018.1,4.0,7.61,15.12
2023-01-18,138.85833333333332,244.0,52.9369347239809,198.72083333333333,239,124.65833333333336,38.25,4723.458333333333,65.29166666666667,12.2,5.0,18.5,0.0,0.8,1019.9,2.0,3.93,5.59
2023-01-19,136.69166666666666,197.9,39.50833612275271,196.28333333333333,224,104.92083333333332,36.54583333333333,4030.7083333333335,63.333333333333336,14.3,7.5,20.5,0.0,2.1,1020.1,13.0,165.37,412.84
2023-01-20,99.32916666666668,158.8,32.890919576377165,143.5,157,65.65833333333333,22.925,2658.0416666666665,89.45833333333333,12.1,8.5,15.2,0.0,1.6,1019.6,0.0,0.0,0.0
2023-01-21,63.80833333333334,92.4,18.46867893080811,91.91666666666669,144,56.5,18.17083333333333,1849.625,77.29166666666667,14.0,8.9,19.0,0.0,2.9,1019.3,3.0,5.88,9.91
2023-01-22,81.77916666666667,106.4,20.66389371883209,117.62916666666666,155,68.07083333333334,20.091666666666665,2340.7916666666665,66.33333333333333,15.2,9.4,19.5,0.0,3.2,1017.9,1.0,9.43,9.43
2023-01-23,82.77083333333333,96.4,8.334500280612888,119.81666666666666,140,40.24166666666667,11.704166666666666,1297.8333333333333,65.875,14.3,11.1,20.0,0.0,6.5,1018.0,6.0,3.74,16.22
2023-01-24,100.18333333333334,131.8,14.308941159339826,144.3125,171,57.85833333333333,16.158333333333335,2346.7916666666665,73.625,13.7,9.0,18.2,0.0,2.0,1015.1,4.0,15.87,24.23
2023-01-25,122.93333333333334,149.0,16.468802302394742,177.76250000000002,199,75.69166666666666,25.84166666666667,3063.7916666666665,87.95833333333333,12.8,11.0,17.0,2.3,2.4,1016.8,2.0,3.79,5.8
2023-01-26,101.5125,160.2,31.99287029949016,146.05416666666665,166,57.2625,20.6625,1972.2083333333333,72.5,11.2,5.6,18.6,0.0,3.2,1020.2,5.0,6.73,17.400000000000002
2023-01-27,87.62916666666666,117.3,16.696718739520847,126.02083333333331,172,45.9125,29.09583333333333,1548.7083333333333,65.375,12.6,5.8,20.5,0.0,1.4,1019.9,4.0,3.83,10.44
2023-01-28,127.84583333333336,204.9,45.19319859531257,183.4125,201,93.78333333333336,38.53333333333333,4145.333333333333,63.75,13.6,6.0,21.6,0.0,1.1,1016.2,2.0,5.87,9.4
2023-01-29,96.16666666666669,210.0,56.19540958095256,139.02083333333334,198,59.76666666666667,21.133333333333333,2453.2916666666665,76.83333333333333,13.6,7.8,18.5,0.0,3.7,1013.6,0.0,0.0,0.0
2023-01-30,75.29583333333333,94.5,14.281440652169843,110.00833333333333,75,39.17083333333333,13.145833333333334,1303.875,88.33333333333333,14.6,8.0,18.5,2.0,3.8,1018.0,0.0,0.0,0.0
2023-01-31,57.70416666666667,90.6,17.310300506438015,83.41666666666667,135,39.84583333333333,11.925,1275.0,79.66666666666667,15.8,9.0,20.0,4.1,2.9,1021.0,4.0,3.01,9.34
2023-02-01,55.875,64.0,7.214734319734017,80.50833333333334,173,48.42083333333333,14.8375,1551.5833333333333,68.95833333333333,15.9,8.0,22.5,0.0,3.6,1019.3,3.0,6.62,18.130000000000003
2023-02-02,70.14583333333333,82.0,11.08673234357044,100.92083333333332,174,66.68333333333334,18.4875,2050.583333333333,66.75,16.2,8.4,23.6,0.0,1.8,1017.2,6.0,7.26,11.13
2023-02-03,115.77083333333331,155.1,31.54015355434853,167.04166666666666,183,110.25833333333333,29.541666666666668,3823.8333333333335,72.41666666666667,17.6,9.7,25.2,0.0,1.2,1016.5,13.0,27.33,65.35
2023-02-04,76.70833333333333,140.2,27.236515078533603,112.55416666666667,186,66.86666666666666,17.991666666666667,2118.4166666666665,64.04166666666667,19.5,10.8,25.8,0.0,2.2,1014.4,17.0,45.07,93.58
2023-02-05,81.10416666666667,148.1,31.725870381272053,118.325,183,65.64166666666667,20.166666666666668,2485.875,65.25,18.2,11.2,25.5,0.0,1.4,1012.4,4.0,8.03,18.39
2023-02-06,40.1125,56.7,8.998324119330317,60.0375,132,29.308333333333334,9.283333333333331,879.75,66.25,18.7,12.6,24.6,0.0,3.5,1012.4,3.0,0.45,1.2
2023-02-07,56.5125,103.1,26.929203680568893,81.64166666666667,159,56.020833333333336,17.420833333333334,1915.5416666666667,52.208333333333336,17.4,11.2,23.6,0.0,4.8,1013.0,7.0,8.74,32.400000000000006
